Name~Age~SS~IN~FL~ST~RC~Aggr.~Career Titles~Career Wins~Career Top 5's~Career Top 10's~Career Races~~
Hudson Logano~-14~-150~-154~-146~-148~-147~0~0~0~0~0~0~
Tanner Kahne~-12~-130~-131~-126~-132~-130~0~0~0~0~0~0~
Owen Larson~-11~-121~-123~-117~-122~-125~0~0~0~0~0~0~
Brexton Busch~-11~-123~-124~-119~-123~-126~0~0~0~0~0~0~
Keelan Harvick~-9~-103~-106~-102~-99~-100~0~0~0~0~0~0~
Cash Bowyer~-9~-107~-104~-111~-109~-104~0~0~0~0~0~0~
Leo Gordon~-7~-89~-91~-90~-85~-86~0~0~0~0~0~0~
Ty Gibbs~1~-42~-40~-46~-45~-38~0~0~0~0~0~0~
Sam Mayer~1~-44~-43~-41~-46~-42~0~0~0~0~0~0~
Tyler Mallon~2~-10~-12~-9~-7~-7~0~0~0~0~0~0~
Chandler Smith~2~-25~-27~-23~-29~-24~0~0~0~0~0~0~
Hailie Deegan~3~-11~-15~-7~-13~-15~0~0~0~0~0~0~
Thad Moffitt~3~-16~-19~-12~-16~-16~0~0~0~0~0~0~
Raphael Lessard~3~-23~-26~-27~-23~-19~0~0~0~0~0~0~
Tyler Ankrum~3~-25~-23~-28~-23~-28~0~0~0~0~0~0~
Derek Kraus~3~-38~-38~-38~-39~-35~0~0~0~0~0~0~
Kody Vanderwal~3~-54~-54~-57~-58~-50~0~0~0~0~0~0~
Harrison Burton~4~-22~-24~-24~-21~-23~0~0~0~0~0~0~
Todd Gilliland~4~-32~-31~-30~-32~-30~0~0~0~0~0~0~
Christian Eckes~4~-41~-41~-43~-43~-44~0~0~0~0~0~0~
Tyler Dippel~4~-50~-51~-48~-49~-52~0~0~0~0~0~0~
Tate Fogleman~4~-52~-49~-54~-50~-53~0~0~0~0~0~0~
Anthony Alfredo~5~5~4~1~7~5~0~0~0~0~0~0~
Justin Haley~5~-12~13~14~16~-24~0~0~0~0~0~0~
Austin Cindric~5~6~9~0~-9~-7~0~0~0~0~0~0~
Zane Smith~5~-28~-32~-25~-24~-30~0~0~0~0~0~0~
Tanner Gray~5~-35~-38~-32~-34~-37~0~0~0~0~0~0~
Riley Herbst~5~-141~-139~-142~-144~-138~0~0~0~0~0~0~
Dalton Sargeant~6~15~12~18~12~18~0~0~0~0~0~0~
Kaz Grala~6~10~12~10~7~11~0~0~0~0~0~0~
Cole Custer~6~-19~-15~-16~-22~-18~0~0~0~0~0~0~
William Byron~6~-21~-22~-25~-25~-19~0~0~0~0~0~0~
Noah Gragson~6~-29~-26~-32~-33~-30~0~0~0~0~0~0~
Spencer Davis~6~-31~-35~-28~-30~-29~0~0~0~0~0~0~
Gray Gaulding~6~-35~-39~-34~-34~-38~0~0~0~0~0~0~
Chase Purdy~6~-37~-41~-36~-37~-34~0~0~0~0~0~0~
Kyle Weatherman~6~19~16~16~16~17~0~0~0~0~0~0~
Joe Graf, Jr.~6~-41~-39~-42~-39~-41~0~0~0~0~0~0~
Logan Seavey~7~8~10~9~12~8~0~0~0~0~0~0~
John Hunter Nemechek~7~-13~-17~-12~-14~-15~0~0~0~0~0~0~
Jesse Little~7~-18~-15~-16~-14~-19~0~0~0~0~0~0~
Brandon Jones~7~-23~-22~-23~-25~-24~0~0~0~0~0~0~
Ben Rhodes~7~-24~-22~-22~-25~-26~0~0~0~0~0~0~
Sheldon Creed~7~-26~-25~-28~-29~-26~0~0~0~0~0~0~
Vinnie Miller~7~-33~-30~-30~-30~-34~0~0~0~0~0~0~
Blake Jones~7~-35~-34~-31~-32~-34~0~0~0~0~0~0~
Natalie Decker~7~-36~-34~-33~-36~-37~0~0~0~0~0~0~
Quin Houff~7~-44~-43~-43~-42~-41~0~0~0~0~0~0~
Chase Elliott~8~17~13~10~16~16~0~0~0~0~0~0~
Cameron Hayley~8~5~2~4~7~5~0~0~0~0~0~0~
Tyler Reddick~8~14~15~16~-6~-4~0~0~0~0~0~0~
Erik Jones~8~21~18~16~15~19~0~0~0~0~0~0~
Matt Tifft~8~-17~-16~-17~-18~-15~0~0~0~0~0~0~
Austin Wayne Self~8~-23~-23~-21~-21~-22~0~0~0~0~0~0~
Bayley Currey~8~-31~-33~-33~-32~-29~0~0~0~0~0~0~
Cody Coughlin~9~7~7~9~9~4~0~0~0~0~0~0~
Spencer Boyd~9~-17~-13~-13~-15~-16~0~0~0~0~0~0~
Josh Bilicki~9~-23~-21~-26~-24~-23~0~0~0~0~0~0~
Cody Ware~9~-26~-22~-23~-25~-27~0~0~0~0~0~0~
Mason Mingus~10~4~3~8~1~14~0~0~0~0~0~0~
Bubba Wallace~10~19~15~10~7~6~0~0~0~0~0~0~
