Name~Age~SS~IN~FL~ST~RC~Aggr.~Career Titles~Career Wins~Career Top 5's~Career Top 10's~Career Races~~
Hudson Logano~-10~-142~-144~-146~-144~-140~0~0~0~0~0~0~
Tanner Kahne~-8~-122~-123~-122~-121~-118~0~0~0~0~0~0~
Owen Larson~-7~-113~-116~-114~-113~-114~0~0~0~0~0~0~
Brexton Busch~-7~-115~-118~-116~-118~-111~0~0~0~0~0~0~
Keelan Harvick~-5~-95~-94~-97~-96~-96~0~0~0~0~0~0~
Cash Bowyer~-5~-99~-95~-103~-103~-102~0~0~0~0~0~0~
Leo Gordon~-3~-81~-79~-81~-84~-85~0~0~0~0~0~0~
Ty Gibbs~5~-34~-30~-34~-36~-36~0~0~0~0~0~0~
Sam Mayer~5~-36~-33~-36~-34~-32~0~0~0~0~0~0~
Tyler Mallon~6~-2~-2~2~1~-1~0~0~0~0~0~0~
Chandler Smith~6~-17~-18~-19~-19~-13~0~0~0~0~0~0~
Hailie Deegan~7~-3~-2~1~-4~-7~0~0~0~0~0~0~
Thad Moffitt~7~-8~-6~-8~-10~-11~0~0~0~0~0~0~
Raphael Lessard~7~-15~-15~-15~-12~-18~0~0~0~0~0~0~
Tyler Ankrum~7~-17~-14~-13~-19~-18~0~0~0~0~0~0~
Derek Kraus~7~-30~-30~-31~-32~-26~0~0~0~0~0~0~
Kody Vanderwal~7~-46~-44~-48~-47~-48~0~0~0~0~0~0~
Harrison Burton~8~-14~-18~-16~-13~-18~0~0~0~0~0~0~
Todd Gilliland~8~-24~-20~-25~-24~-24~0~0~0~0~0~0~
Christian Eckes~8~-33~-36~-36~-33~-31~0~0~0~0~0~0~
Tyler Dippel~8~-42~-44~-42~-43~-46~0~0~0~0~0~0~
Tate Fogleman~8~-44~-40~-41~-47~-47~0~0~0~0~0~0~
Anthony Alfredo~9~83~79~84~83~79~0~0~0~0~0~0~
Justin Haley~9~-14~-17~-16~-15~-16~0~0~0~0~0~0~
Austin Cindric~9~-18~-18~-21~-14~-15~0~0~0~0~0~0~
Zane Smith~9~-20~-18~-21~-16~-22~0~0~0~0~0~0~
Tanner Gray~9~-27~-25~-27~-29~-28~0~0~0~0~0~0~
Riley Herbst~9~-33~-33~-32~-37~-37~0~0~0~0~0~0~
Dalton Sargeant~10~23~27~20~22~19~0~0~0~0~0~0~
Kaz Grala~10~18~17~19~17~14~0~0~0~0~0~0~
Cole Custer~10~-11~-7~-9~-10~-7~0~0~0~0~0~0~
William Byron~10~-13~-15~-12~-15~-15~0~0~0~0~0~0~
